customer_number,first_name,last_name,email,gender,phone,city,state,country,item,Age,Net Purchase
114000718,Adolf,Bruntjen,abruntjenoh@blogs.com,Male,897-285-5652,Bintuni,,Indonesia,Office,20,4338
243073852,Lanie,Ridel,lrideloi@redcross.org,Female,529-886-6068,Los Rastrojos,,Venezuela,Food - Salads,29,2091
91911001,Verena,Denisovich,vdenisovichoj@clickbank.net,Female,746-335-7190,Casigua El Cubo,,Venezuela,Home,21,2774
114916019,Gardy,Suller,gsullerok@mit.edu,Male,938-301-0873,Xiaoxiang,,China,Kitchen,68,3688
111908143,Reina,Sellstrom,rsellstromol@macromedia.com,Female,949-609-8899,Pampierstad,,South Africa,Food - Condiments,70,4332
111322570,Timmie,Heinssen,theinssenom@about.me,Male,423-321-6127,Pom Prap Sattru Phai,,Thailand,Accessories,52,2533
221371246,Cully,Thrower,cthroweron@aboutads.info,Male,598-964-2521,Moglicë,,Albania,Food - Baking,46,2327
101001089,Carey,MacBean,cmacbeanoo@chronoengine.com,Female,450-732-2581,Ingarö,Stockholm,Sweden,Baby,65,3579
113125380,Dorri,Petzolt,dpetzoltop@blogger.com,Female,756-525-9476,Xiping,,China,Food - Beverages,64,3302
101000967,Alysia,Loveguard,aloveguardoq@bloglines.com,Female,739-785-0517,La Labor,,Honduras,Food - Baking,30,2255
61205255,Xymenes,Yockney,xyockneyor@uiuc.edu,Male,273-146-8540,Gjøvik,Oppland,Norway,Pets,65,2350
122242924,Claudia,Gouth,cgouthos@moonfruit.com,Female,168-900-1017,Emiliano Zapata,Oaxaca,Mexico,Food - Grains,39,2665
43300712,Clemmie,Swann,cswannot@vk.com,Agender,793-888-3066,Alamar,,Cuba,Clothing - Jumpsuits,63,1621
102301911,Damian,O'Feeney,dofeeneyou@t-online.de,Male,734-493-2932,Yingtou,,China,Food - Dairy Alternatives,30,4408
82904027,Farrand,Adamovicz,fadamoviczov@blogspot.com,Female,264-835-1095,Emiliano Zapata,Morelos,Mexico,Food - Frozen Meals,43,3338
114921622,Anton,Drinan,adrinanow@ebay.com,Male,933-468-3347,Zgornje Bitnje,,Slovenia,Home Improvement,44,4144
63107623,Adelaide,Pleass,apleassox@domainmarket.com,Female,937-319-0384,Chongxian,,China,Home,57,3491
63114742,Delmore,Tunesi,dtunesioy@etsy.com,Male,484-962-3345,Anju,,China,Outdoor,40,2874
71909046,Benjamin,Elbourne,belbourneoz@discovery.com,Male,663-645-5232,Kigali,,Rwanda,Food - Dairy,29,3726
83912393,Averyl,Pardue,aparduep0@com.com,Female,518-512-3683,Sukaraja,,Indonesia,Food - Fresh Produce,35,2729
111300945,Rebeka,Ditts,rdittsp1@free.fr,Female,850-880-0338,Kakegawa,,Japan,Food - Vegetarian,49,1820
71903136,Armand,Colby,acolbyp2@tuttocitta.it,Male,720-405-8592,Asbestos,Québec,Canada,Books,47,3687
122239322,Missie,Woffinden,mwoffindenp3@shutterfly.com,Female,926-777-5069,Registro,,Brazil,Kitchen,64,2034
111906271,Arly,Starten,astartenp4@webnode.com,Female,701-509-2990,Osielec,,Poland,Food - Breakfast Foods,35,4238
74000065,Massimo,Witter,mwitterp5@elegantthemes.com,Male,560-647-8521,Santo Tomé,,Argentina,Outdoor,67,2329
11305749,Cullen,Budd,cbuddp6@smugmug.com,Male,963-526-4371,Huyuan,,China,Home,28,1892
111302545,Gayel,Stollmeyer,gstollmeyerp7@marriott.com,Female,208-116-4828,Xizhong,,China,Outdoor,29,2251
67015973,Jilly,Watts,jwattsp8@unicef.org,Female,606-176-0331,Tô Hạp,,Vietnam,Food - Dairy Alternatives,72,2478
51404600,Clara,Barwood,cbarwoodp9@cbsnews.com,Female,468-385-2052,Abucay,,Philippines,Food - Produce,41,3963
41000153,Lev,Blow,lblowpa@livejournal.com,Male,632-998-1466,Suifenhe,,China,Food - Sides,45,3852
63111677,Barbabas,Hobble,bhobblepb@unesco.org,Male,781-883-8104,Chenfang,,China,Outdoor,42,2366
321181271,Morly,Pavier,mpavierpc@wiley.com,Male,311-840-6551,Mariestad,Västra Götaland,Sweden,Kitchen,71,3863
111924392,Jacinda,Ianno,jiannopd@123-reg.co.uk,Female,344-323-6776,Yidian,,China,Food - Snacks,34,2352
65304084,Clo,Sandry,csandrype@mozilla.com,Genderfluid,225-484-7555,Mao,,Chad,Food - Beverages,53,2312
122240450,Evelyn,Ozelton,eozeltonpf@chron.com,Male,240-559-5526,Śródmieście,,Poland,Pets,54,2611
211170279,Morna,Mc Gorley,mmcgorleypg@home.pl,Female,588-574-0072,Dacheng,,China,Food - Canned Goods,20,2350
62206392,Patrice,Budnk,pbudnkph@yahoo.co.jp,Bigender,341-383-0141,Güiria,,Venezuela,Clothing - Outerwear,23,2241
62103453,Sheridan,Leipnik,sleipnikpi@dedecms.com,Male,830-422-1660,Yug,,Russia,Food - Frozen Food,32,2963
321171964,Kaylyn,Beinisch,kbeinischpj@g.co,Female,778-333-1908,Arcos,,Brazil,Food - Confectionery,30,2933
111317637,Honey,Jacquemet,hjacquemetpk@goo.ne.jp,Female,857-486-4399,Strömstad,Västra Götaland,Sweden,Baby,24,4055
63102259,Darice,Beddo,dbeddopl@dion.ne.jp,Female,458-105-7215,Hita,,Japan,Home,46,1865
111907555,Ty,Coggen,tcoggenpm@usgs.gov,Genderfluid,242-918-5966,La Paz de Oriente,,Nicaragua,Food - Canned Goods,42,3273
72000326,Albertina,Gloves,aglovespn@163.com,Female,815-676-8453,Limatambo,,Peru,Beauty,59,4419
66007681,Barbi,Bush,bbushpo@mapquest.com,Female,732-347-2567,Polazna,,Russia,Sports,47,2170
125107875,Phoebe,Box,pboxpp@facebook.com,Female,460-156-8287,San Martin,,Philippines,Food - Cereal,40,4075
111304051,Jarrad,Elloit,jelloitpq@google.co.uk,Male,576-280-7364,Pamatang,,Indonesia,Computers,57,1613
101215451,Betteann,St Ledger,bstledgerpr@opensource.org,Female,319-873-3689,Chitose,,Japan,Food - Nuts,45,1873
72413298,Lammond,Grieve,lgrieveps@weebly.com,Male,270-113-7899,Tambo,,Peru,Food - Oils & Vinegars,44,2316
83908307,Valery,Rabbe,vrabbept@barnesandnoble.com,Female,731-328-7862,Nguékhokh,,Senegal,Home Improvement,25,2509
41201703,Carmine,De Ruel,cderuelpu@g.co,Female,590-122-7179,Nantang,,China,Food - Bakery,67,4130
123084958,Ada,Tarrier,atarrierpv@squarespace.com,Female,615-420-0751,Vila Nova,Coimbra,Portugal,Food - Condiments,66,3943
125108942,Merridie,Moles,mmolespw@creativecommons.org,Female,999-737-4004,Harjavalta,,Finland,Automotive,61,3310
122105252,Heath,Gemlbett,hgemlbettpx@geocities.com,Female,891-175-9835,Loo,,Estonia,Kitchen,69,1916
81518605,Fredek,Nunns,fnunnspy@icq.com,Male,656-619-2238,Cipolletti,,Argentina,Electronics,42,1659
11101752,Codi,Trussell,ctrussellpz@rakuten.co.jp,Male,232-953-1392,Palmas,,Brazil,Food - Baking,48,3174
122237515,Zsa zsa,MacNucator,zmacnucatorq0@opensource.org,Female,324-263-4682,Liyang,,China,Smart Home,74,3959
231371841,Edward,Sharville,esharvilleq1@issuu.com,Male,337-734-4079,Cullalabo del Sur,,Philippines,Photography,64,3782
104901717,Selma,Band,sbandq2@tripadvisor.com,Genderqueer,395-662-9041,Mancogeh,,Indonesia,Food - Dairy,52,3861
63112786,Blakelee,Consterdine,bconsterdineq3@biglobe.ne.jp,Female,968-455-5016,Karlstad,Värmland,Sweden,Health,40,1862
111925074,Shea,Farries,sfarriesq4@mozilla.org,Female,918-235-4504,Timbuktu,,Mali,Fitness,54,2812
123000848,Grantley,Uden,gudenq5@addtoany.com,Male,947-922-5612,Pueblo Nuevo,,Colombia,Pets,64,1874
31309851,Melanie,Todhunter,mtodhunterq6@ed.gov,Female,430-294-5274,Vila do Maio,,Cape Verde,Clothing,65,1851
53208066,Haleigh,Corre,hcorreq7@nhs.uk,Agender,852-464-8310,Bošovice,,Czech Republic,Clothing - Dresses,67,1779
63112906,Fredric,Von Welden,fvonweldenq8@dell.com,Male,398-762-3836,Sobreira,Porto,Portugal,Food - Dairy,61,1570
91204763,Zechariah,Beddis,zbeddisq9@twitter.com,Male,929-440-5745,Noebesa,,Indonesia,Toys,63,1569
221981063,Ilaire,Gregson,igregsonqa@oracle.com,Male,773-517-9280,Aveiras de Cima,Lisboa,Portugal,Smart Home,75,3529
84302698,Vinson,Geibel,vgeibelqb@w3.org,Male,287-564-0060,Oliveira,Viseu,Portugal,Home,74,2571
231271161,Krystal,Chatan,kchatanqc@mlb.com,Female,569-604-6543,Pamatang,,Indonesia,Kitchen,44,3897
221371071,Dori,Lettsom,dlettsomqd@google.fr,Polygender,210-198-2732,Hamburg,Hamburg,Germany,Food - Snacks,51,1683
111316887,Tadeas,Klyn,tklynqe@cloudflare.com,Male,334-758-5774,Jammāl,,Tunisia,Food - Produce,57,2807
11100805,Herculie,Bendig,hbendigqf@aboutads.info,Male,886-170-1317,Kisovec,,Slovenia,Toys,27,3047
102104888,Raymund,Samme,rsammeqg@eepurl.com,Male,897-246-9944,La Charité-sur-Loire,Bourgogne,France,Food - Frozen Foods,32,4247
101101620,Keane,Watting,kwattingqh@walmart.com,Male,861-404-4977,Chłapowo,,Poland,Food - Baking,35,1938
71004543,Claire,Shellsheere,cshellsheereqi@ocn.ne.jp,Female,206-412-6337,Haifa,,Israel,Food - Frozen Foods,74,3390
63110306,Saunder,Toke,stokeqj@diigo.com,Male,596-787-2441,San Rafael,,Philippines,Food - Snacks,69,1574
91308481,Laure,Kopf,lkopfqk@ca.gov,Female,821-554-9197,Tubajon,,Philippines,Fitness,63,2567
86300041,Brit,Doak,bdoakql@hc360.com,Female,698-104-6661,Xingbin,,China,Travel,71,2767
325182797,Meier,Burridge,mburridgeqm@spotify.com,Agender,642-658-4863,Asopós,,Greece,Food - Frozen Foods,57,1889
211391689,Terrel,Please,tpleaseqn@earthlink.net,Male,933-651-4358,Dadian,,China,Fitness,66,1695
21204403,Fletch,Snawdon,fsnawdonqo@surveymonkey.com,Male,572-994-7496,Yabēlo,,Ethiopia,Food - Snacks,51,4104
64206031,Amby,Fomichkin,afomichkinqp@amazon.com,Male,488-848-9081,Wenshui,,China,Food - Sauces,53,4236
42309222,Evanne,Hooke,ehookeqq@posterous.com,Female,334-106-9976,Jiangchuanlu,,China,Food - Dairy,46,1864
11001962,Alaine,Brolechan,abrolechanqr@odnoklassniki.ru,Female,407-945-7374,Pedra Furada,Braga,Portugal,Toys,56,2923
111925430,Idell,Lumm,ilummqs@army.mil,Female,583-301-3747,Seremban,Negeri Sembilan,Malaysia,Food - Condiments,49,2302
31307866,Barbi,Walbrun,bwalbrunqt@bigcartel.com,Female,202-353-4961,Hongqiao,,China,Food - Canned Goods,34,3280
73920777,Cristal,Fullbrook,cfullbrookqu@eepurl.com,Female,242-189-6566,Knjazevac,,Serbia,Food - Frozen Food,38,2269
57000668,Courtney,MacCumiskey,cmaccumiskeyqv@usnews.com,Female,188-391-1487,Ribeiro,Aveiro,Portugal,Food - Dairy Alternatives,20,4067
114902405,Marcelline,McKnockiter,mmcknockiterqw@springer.com,Female,568-394-4573,Firmat,,Argentina,Clothing - Dresses,72,1696
104904277,Deborah,Morrilly,dmorrillyqx@spotify.com,Agender,970-821-4692,Bo Phloi,,Thailand,Food - Canned Goods,34,3028
283071827,Catharine,Breens,cbreensqy@surveymonkey.com,Non-binary,304-723-4815,Sete Lagoas,,Brazil,Fitness,41,3892
122241912,Bil,Marqyes,bmarqyesqz@google.com.au,Male,245-743-9074,Tando Jām,,Pakistan,Food - Condiments,72,1760
51904676,Arin,Swinney,aswinneyr0@blogtalkradio.com,Male,270-829-6559,Miskolc,Borsod-Abaúj-Zemplén,Hungary,Office,71,1942
112201959,Tabby,Tokley,ttokleyr1@altervista.org,Female,182-780-2526,Napnapan,,Philippines,Food - Condiments,47,2413
43018868,Alic,Pylkynyton,apylkynytonr2@google.pl,Male,124-394-9033,Watergrasshill,,Ireland,Food - Snacks,53,1815
21207112,Kendricks,Kembry,kkembryr3@upenn.edu,Male,594-485-1104,São José do Rio Pardo,,Brazil,Home Appliances,63,2192
101113812,Gisella,Corneck,gcorneckr4@foxnews.com,Agender,615-969-8628,Migues,,Uruguay,Outdoor,46,4049
111312205,Laina,Jorioz,ljoriozr5@macromedia.com,Genderfluid,485-572-6256,Yangzi,,China,Food - Snacks,22,1803
31315007,Lanna,Goodley,lgoodleyr6@spiegel.de,Female,290-489-3897,Biguo,,China,Food - Snacks,73,2669
21100329,Umberto,Gariff,ugariffr7@smugmug.com,Male,446-528-8720,Kakamega,,Kenya,Food - Sauces,29,4166
111322813,Lamar,Snoxall,lsnoxallr8@istockphoto.com,Male,809-620-8564,Cerro Colorado,,Uruguay,Photography,56,3381
322186288,Thea,Calveley,tcalveleyr9@ted.com,Female,253-277-1789,Nizhniy Kurkuzhin,,Russia,Food - Condiments,23,4346
111909281,Graham,Wilfinger,gwilfingerra@indiatimes.com,Male,945-583-3675,Melikkrajan,,Indonesia,Outdoor,49,4467
104907960,Bordy,Matteucci,bmatteuccirb@amazon.com,Male,206-508-3262,Seattle,Washington,United States,Food - Produce,49,2293
63116494,Stirling,Mulholland,smulhollandrc@jalbum.net,Male,295-112-8397,Wangzuizi,,China,Outdoor,68,2130
65405491,Malcolm,Saenz,msaenzrd@amazonaws.com,Genderfluid,312-537-3811,Velyka Lepetykha,,Ukraine,Food - Condiments,75,3641
101102836,Ford,Rubery,fruberyre@storify.com,Male,687-261-7091,Volokolamsk,,Russia,Food - Baking,58,2788
43000261,Barton,Eilhermann,beilhermannrf@360.cn,Male,307-275-6982,Ust’-Omchug,,Russia,Food - Dairy,37,3142
103102290,Rodi,Chick,rchickrg@rambler.ru,Female,966-967-5696,Divnomorskoye,,Russia,Travel,40,2914
31001175,Gloria,Acreman,gacremanrh@businesswire.com,Female,518-617-8911,Curug,,Indonesia,Food - Vegetables,28,3519
113116386,Inger,Cahani,icahaniri@jiathis.com,Bigender,411-531-5597,Tomé Açu,,Brazil,Food - Produce,51,2493
71924089,Kimmi,Snooks,ksnooksrj@shareasale.com,Female,924-635-5593,Mérignac,Aquitaine,France,Health,49,1918
62204721,Marwin,Manger,mmangerrk@prnewswire.com,Agender,727-280-1171,Sonorejo,,Indonesia,Food - Canned Soups,40,4122
81509449,Umberto,Facer,ufacerrl@t.co,Male,181-149-6819,Batulawang,,Indonesia,Food - Beverages,65,2369
62205131,Dori,Merrington,dmerringtonrm@yale.edu,Female,768-693-8526,Kotauneng,,Indonesia,Food - Cheese,21,2583
103110237,Ric,Gilbey,rgilbeyrn@taobao.com,Male,217-949-6339,Spandaryan,,Armenia,Food - Dressing,48,3462
61120217,Dynah,Carrel,dcarrelro@cafepress.com,Female,889-604-6327,Chixi,,China,Food - Bakery,60,2576
65200874,Silvio,Losemann,slosemannrp@google.cn,Male,560-417-5504,Mambulo,,Philippines,Garden,38,3716
104112849,Ode,Brigg,obriggrq@furl.net,Male,786-133-2658,Obudovac,,Bosnia and Herzegovina,Food - Canned Goods,42,3271
301171353,Hebert,Waterfield,hwaterfieldrr@ed.gov,Male,713-525-2428,Kyzyl-Kyya,,Kyrgyzstan,Food - Sauces,70,2451
